0	0
1	0
0	0
1	0
1	1
2	1
1	1
2	1
1	2
3	2
3	2
1	3
2	3
3	3
1	3
2	3
3	3
1	3
2	3
3	3
4	4
1	4
4	4
4	5
5	5
4	5
5	5
5	6
6	6
7	6
6	6
5	6
6	6
7	6
1	7
7	7
1	7
7	7
1	8
8	8
1	8
8	8
1	9
7	9
1	9
7	9
1	10
6	10
7	10
1	10
6	10
7	10
5	11
6	11
5	11
6	11
1	12
6	12
7	12
1	12
6	12
7	12
1	12
6	12
5	13
8	13
5	13
8	13
5	13
8	13
4	14
5	14
4	15
5	15
4	15
5	15
3	16
5	16
3	16
4	17
5	17
4	17
5	17
4	17
5	17
3	18
5	18
3	18
4	18
5	18
3	18
4	18
5	18
4	19
5	19
4	19
5	19
4	20
5	20
4	20
5	20
1	21
8	21
1	21
8	21
1	22
7	22
8	22
1	22
7	22
5	23
6	23
7	23
5	23
6	23
7	23
5	24
6	24
7	25
1	25
5	25
7	25
8	25
1	25
5	25
7	25
8	25
1	26
8	26
1	26
8	26
5	27
7	27
5	27
7	27
4	28
5	28
4	28
5	28
5	29
6	29
7	29
5	29
6	29
7	29
1	30
9	30
1	30
9	30
