0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	27
2	28
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	36
3	37
3	38
4	39
4	40
4	41
4	42
4	43
4	44
4	45
4	46
4	47
4	48
5	49
5	50
5	51
5	52
5	53
5	54
5	55
5	56
5	57
5	58
6	59
6	60
6	61
6	62
7	63
7	64
7	65
8	66
9	66
9	67
10	68
10	69
10	70
10	71
10	72
10	73
10	74
10	75
11	76
11	77
11	78
11	79
11	80
12	81
12	82
12	83
12	84
12	85
12	86
13	87
13	88
13	89
13	90
13	91
13	92
14	93
14	94
14	95
15	66
15	96
15	97
15	98
15	99
15	100
15	101
15	102
15	103
16	104
16	105
16	106
17	107
